Date,ML Strategy,100% SPY,60/40
2024-08-08,0.012669178386795866,0.023117385179072247,0.012669178386795866
2024-08-09,0.004266214528203305,0.004409572320675403,0.004266214528203305
2024-08-12,0.0014326510105441505,0.0005255429376276322,0.0014326510105441505
2024-08-13,0.011641747486735278,0.016445503706120856,0.011641747486735278
2024-08-14,0.0024270049981485187,0.003154843961062248,0.0024270049981485187
2024-08-15,0.007781312994932454,0.0171401975808958,0.007781312994932454
2024-08-16,0.002129734409514672,0.0022421660719920133,0.002129734409514672
2024-08-19,0.006272565563014964,0.009561341222614317,0.006272565563014964
2024-08-20,0.0006292235148445791,-0.001626127499857244,0.0006292235148445791
2024-08-21,0.002881748442951082,0.003436759836842107,0.002881748442951082
2024-08-22,-0.006549793116390856,-0.007848595865380337,-0.006549793116390856
2024-08-23,0.00822426305470465,0.010625197423502541,0.00822426305470465
2024-08-26,-0.0019211227085507597,-0.002383810915512319,-0.0019211227085507597
2024-08-27,0.0006601513299836715,0.001373127050270373,0.0006601513299836715
2024-08-28,-0.00368799852863666,-0.005805265621835476,-0.00368799852863666
2024-08-29,-0.0006432020007171248,8.950103839011625e-05,-0.0006432020007171248
2024-08-30,0.004331415919358993,0.009546034367994505,0.004331415919358993
2024-09-03,-0.009710453744823575,-0.02057895844636992,-0.009710453744823575
2024-09-04,0.0011121973601490476,-0.002046930695922655,0.0011121973601490476
2024-09-05,-0.0005204320388921158,-0.002432183743636296,-0.0005204320388921158
2024-09-06,-0.009527899640123395,-0.01683000667623169,-0.009527899640123395
2024-09-09,0.0072871679597964695,0.011196185533371317,0.0072871679597964695
2024-09-10,0.00431886627480722,0.004355637692474268,0.00431886627480722
2024-09-11,0.005872453178263326,0.010259092800345426,0.005872453178263326
2024-09-12,0.004406385127265277,0.008423099200545403,0.004406385127265277
2024-09-13,0.003903792310674481,0.0052228545016383965,0.003903792310674481
2024-09-16,0.0019379308634025262,0.0014768605097230658,0.0019379308634025262
2024-09-17,-0.00048111326399871154,0.0004085605132226888,-0.00048111326399871154
2024-09-18,-0.0031037705879769064,-0.0029658209827364557,-0.0035176194036982576
2024-09-19,0.009913934220591437,0.017064510900899554,0.009913934220591437
2024-09-20,-0.0011591147184969008,-0.001728717035514804,-0.0011591147184969008
2024-09-23,0.0012554570171836143,0.0024988883773886528,0.0012554570171836143
2024-09-24,0.002164217367177379,0.002861370368871796,0.002164217367177379
2024-09-25,-0.002948260263242064,-0.0022056278051612033,-0.002948260263242064
2024-09-26,0.0034968839459344927,0.003964710640578684,0.002093403862001919
2024-09-27,-0.0009073195404593394,-0.0014503104645270382,0.0007216532317437575
2024-09-30,0.0033320989943029125,0.0040072655540939195,0.0013065993149298902
2024-10-01,-0.007698722497238775,-0.00895843905001259,-0.003919572838917329
2024-10-02,9.46777812497301e-05,0.0004220218475032844,-0.0008873544175109329
2024-10-03,-0.002156062398761338,-0.0018282077257869567,-0.0031396264176844824
2024-10-04,0.0072136606617390076,0.009087399438999277,0.0015924443299581976
2024-10-07,-0.008499269132704934,-0.009040490210560193,-0.006875605899139159
2024-10-08,0.0085950189484731,0.009457535807176232,0.0060074683723637
2024-10-09,0.005859558217136662,0.006926406739220514,0.0026590126508851063
2024-10-10,-0.001585450702526581,-0.0017500186263561535,-0.0010917469310378623
2024-10-11,0.005420771542322945,0.005988305371525726,0.0037181700547145977
2024-10-14,0.00718335190852677,0.00817851862154284,0.004197851769478555
2024-10-15,-0.006480848567016118,-0.007769884595343557,-0.002613740482033799
2024-10-16,0.004067729294871358,0.004346414969082613,0.0032316722722375954
2024-10-17,-0.0004417611761033725,8.586898669693532e-05,-0.002024651664504296
2024-10-18,0.0035767555015724373,0.003846642858776894,0.0027670934299590666
2024-10-21,-0.0022492886704174155,-0.0016421835338826796,-0.004070604080021622
2024-10-22,-0.0005726426286868591,-0.0005312381064610516,-0.0006968561953642816
2024-10-23,-0.008454971082458641,-0.009137393474173527,-0.006407703907313978
2024-10-24,0.002167677605241103,0.0021626252602648943,0.0021828346401697287
2024-10-25,-0.0005315875634925304,-0.00034529045955400406,-0.0010904788753081096
2024-10-28,0.0025504859680948845,0.0030914598515230374,0.0009275643178104253
2024-10-29,0.0014986526926773715,0.0016182517462077772,0.0011398555320861537
2024-10-30,-0.0028704661757522954,-0.0030251928646983783,-0.0024062861089140463
2024-10-31,-0.01769566961980181,-0.01960308208060202,-0.011973432237401193
2024-11-01,0.003206300272032281,0.004220505791672879,0.0001636837131104847
2024-11-04,-0.0014047188519989984,-0.0021538996042558267,0.0008428234047714867
2024-11-05,0.010935651600613605,0.012091723159443069,0.007467436924125215
2024-11-06,0.01080127111938629,0.02486554887013992,0.01080127111938629
2024-11-07,0.007856505679416158,0.007732283254903383,0.007856505679416158
2024-11-08,0.0034500036528308355,0.0043315951055544755,0.0034500036528308355
2024-11-11,-0.0005321917079720073,0.0009530275793814269,-0.0005321917079720073
2024-11-12,-0.004376103004203635,-0.0031064718923277113,-0.004376103004203635
2024-11-13,0.0003729356382571547,0.000485795868576,3.435494730061881e-05
2024-11-14,-0.005797848343962664,-0.006430142235875125,-0.0039009666682252803
2024-11-15,-0.01148485211458612,-0.012808597820888501,-0.007513614995678974
2024-11-18,0.00391272005943546,0.004097434660641497,0.003358576255817347
2024-11-19,0.0035036307411033586,0.0036553237644714187,0.0030485516709991777
2024-11-20,0.00015555882490150274,0.0003388210162236227,-0.00039422774906485716
2024-11-21,0.0030073321751611813,0.005368305278844021,0.0030073321751611813
2024-11-22,0.0021161695427351023,0.0030993960889811323,0.0021161695427351023
2024-11-25,0.006351564233889341,0.0033921738098128262,0.006351564233889341
2024-11-26,0.0022873875550767143,0.005221465631339628,0.0022873875550767143
2024-11-27,-0.0002081756357853457,-0.0030301626777003987,-0.0002081756357853457
2024-11-29,0.005415340076908314,0.00621221866016386,0.005415340076908314
2024-12-02,0.0016046345776133287,0.0017923129824746198,0.001041599363029455
2024-12-03,0.0001329239717067665,0.000463853790493296,-0.000859865484652822
2024-12-04,0.005969051652945168,0.006209516895420153,0.005247655925520211
2024-12-05,-0.0014916754322863992,-0.0016457068463852087,-0.0010295811899899696
2024-12-06,0.002022081763546457,0.0018957847437637287,0.0024009728228946425
2024-12-09,-0.004981045320201761,-0.005149668320054368,-0.004475176320643937
2024-12-10,-0.002977331982963327,-0.003109155722253454,-0.002581860765092947
2024-12-11,0.006662153305369167,0.007730680288764447,0.0034565723551833296
2024-12-12,-0.005018264763447189,-0.005152533493864686,-0.004615458572194697
2024-12-13,-0.0006462503993567847,-0.00019869600874267146,-0.0019889135711991246
2024-12-16,0.0038750420467630778,0.004270044418101415,0.002690034932748064
2024-12-17,-0.003708057400496967,-0.004120063778329963,-0.0024720382669979777
2024-12-18,-0.027595966443814134,-0.029803405042948095,-0.020973650646412257
2024-12-19,-0.0007295354976841973,-0.00030711430390684136,-0.001996799079016265
2024-12-20,0.011178337427359474,0.01201094914470513,0.008680502275322511
2024-12-23,0.004946659928282116,0.005988205350786702,0.001822023660768357
2024-12-24,0.006886013570466787,0.011115114674397741,0.006886013570466787
2024-12-26,0.0003434522819562247,6.654786640147847e-05,0.0003434522819562247
2024-12-27,-0.007355774405924919,-0.010526494146641974,-0.007355774405924919
